,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,APPEARANCES,YEAR,STUDIO
1065,Kryb (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,Heterosexual,25,2007,DC
1066,Helena Kyle (New Earth),Public Identity,Neutral Characters,Green Eyes,Brown Hair,Female Characters,Heterosexual,25,2006,DC
1067,Alvin Rusch (New Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,25,2004,DC
1068,Damon Matthews (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Homosexual Characters,25,2004,DC
1069,Manitou Dawn (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,25,2003,DC
1070,Gavin King (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,25,2001,DC
1071,Donald Fite (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,25,1998,DC
1072,Sidney Speck (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,25,1996,DC
1073,Uno (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,25,1996,DC
1075,Jarras Minion (New Earth),Secret Identity,Good Characters,Blue Eyes,Green Hair,Male Characters,Heterosexual,25,1994,DC
1076,Nash (New Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,Heterosexual,25,1994,DC
1077,Clyde Phillips (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,25,1988,DC
1078,Luke McKendrick (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,25,1988,DC
1079,Maria Verdugo (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,25,1988,DC
1080,Penelope (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Homosexual Characters,25,1988,DC
1081,Victor Sommers (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,25,1988,DC
1083,Carl Nelligan (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,25,1983,DC
1084,Felicity (New Earth),Public Identity,Good Characters,Pink Eyes,White Hair,Female Characters,Heterosexual,25,1983,DC
1085,Lady Turquoise (New Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Heterosexual,25,1983,DC
1086,Princess Emerald III (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,25,1983,DC
1087,Sardonyx (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,25,1983,DC
1088,Eros (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,25,1981,DC
1089,Nathaniel Tryon (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,25,1981,DC
1090,Valda (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,25,1981,DC
1091,Grant Wilson (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,25,1980,DC
1092,Preston Payne (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,25,1978,DC
1093,Lucien (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,25,1975,DC
1094,Valcan (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,25,1975,DC
1095,Firehair (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Heterosexual,25,1969,DC
1097,Herman Cramer (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,25,1966,DC
1098,Eric Morden (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,25,1964,DC
1099,Xax (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,25,1961,DC
1101,Christopher Freeman (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,25,1942,DC
1102,Thomas N. Thomas (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,25,1942,DC
1103,James Forrest (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,24,2009,DC
1105,Morro (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,24,2006,DC
1106,Peter Robinson (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,24,2004,DC
1107,Daniel Evans (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,24,2002,DC
1108,Angela St. Grace (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,24,2001,DC
1109,Joseph Monteleone (New Earth),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Male Characters,Heterosexual,24,2001,DC
1110,Philo Zeiss (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,24,2000,DC
1111,Lindsay Wah (New Earth),Secret Identity,Good Characters,Blue Eyes,Purple Hair,Female Characters,Heterosexual,24,1996,DC
1112,Andrew Van Horn (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Heterosexual,24,1993,DC
1113,Krypto the Earth Dog (New Earth),Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,24,1993,DC
1114,Nicholas Kovak (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,24,1993,DC
1115,Kreon (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,24,1992,DC
1116,Peter Cannon (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,24,1992,DC
1117,Ulysses Hadrian Armstrong (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,24,1992,DC
1118,Paul Westfield (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,24,1991,DC
1119,Anthony Mantegna (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Homosexual Characters,24,1988,DC
1121,Carmine Falcone (New Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,Heterosexual,24,1987,DC
1122,Kilg%re (New Earth),Public Identity,Bad Characters,Photocellular Eyes,Black Hair,Genderless Characters,Heterosexual,24,1987,DC
1125,Coldsnap (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,24,1984,DC
1126,Heatstroke (New Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,24,1984,DC
1127,Rebecca Jones (New Earth),Secret Identity,Bad Characters,Red Eyes,Blue Hair,Female Characters,Heterosexual,24,1984,DC
1128,Wayne Tarrant (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,24,1984,DC
1129,Wyynde (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,24,1982,DC
1130,Lambien (New Earth),Secret Identity,Neutral Characters,Gold Eyes,Gold Hair,Male Characters,Heterosexual,24,1981,DC
1131,Fero (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,24,1973,DC
1132,Linda Olsen Ridge (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,24,1972,DC
1133,Doctor Bedlam (New Earth),Secret Identity,Bad Characters,Photocellular Eyes,Black Hair,Male Characters,Heterosexual,24,1971,DC
1134,Roderick Rose (New Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,24,1968,DC
1135,Alpheus Hyatt (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,24,1962,DC
1136,Mark Mandrill (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,24,1961,DC
1137,Phillip Cobb (New Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,24,1957,DC
1138,Herbert Simms (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,24,1942,DC
1139,Anthony Zucco (New Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,24,1940,DC
1140,David Singh (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,23,2010,DC
1141,Ratchet (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,2008,DC
1142,Karu-Sil (New Earth),Public Identity,Bad Characters,Black Eyes,Brown Hair,Female Characters,Heterosexual,23,2007,DC
1143,Gerome McKenna (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,2006,DC
1144,Streaky (New Earth),Public Identity,Neutral Characters,Yellow Eyes,Orange Hair,Male Characters,Heterosexual,23,2006,DC
1145,Zoanne Wilkins (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Heterosexual,23,2006,DC
1146,Holly Granger (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Heterosexual,23,2005,DC
1147,Timothy Zanetti (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,2005,DC
1148,Jane Doe (New Earth),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,Heterosexual,23,2003,DC
1149,Kirk DePaul (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,23,2002,DC
1150,Freak (New Earth),Secret Identity,Good Characters,Amber Eyes,Black Hair,Female Characters,Heterosexual,23,2001,DC
1151,Theodore Bruder (New Earth),Public Identity,Good Characters,Brown Eyes,Orange Hair,Male Characters,Heterosexual,23,2001,DC
1152,Victor Darge (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,23,2001,DC
1153,Guillermo Barrera (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,23,1998,DC
1154,Stella Maxwell (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,23,1994,DC
1155,Bandage People,Secret Identity,Good Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,23,1993,DC
1156,Ladonna Jameal (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Heterosexual,23,1988,DC
1158,Hestia (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,23,1987,DC
1159,Robert Long (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1987,DC
1161,Citrina (New Earth),Public Identity,Good Characters,Yellow Eyes,Black Hair,Female Characters,Heterosexual,23,1983,DC
1162,Aristides Demetrios (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,23,1982,DC
1163,Charon (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Unknown,Heterosexual,23,1982,DC
1164,David Drake (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1981,DC
1165,Albert Michaels (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,23,1978,DC
1166,Qwewq (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1972,DC
1167,Steppenwolf (New Earth),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,23,1972,DC
1168,Mokkari (New Earth),Secret Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Heterosexual,23,1971,DC
1169,Tannarak (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1970,DC
1170,Leander Brent (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1966,DC
1171,Jillian Jackson (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Heterosexual,23,1965,DC
1172,Medusa (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,23,1964,DC
1173,Rath (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1962,DC
1174,Saul Erdel (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,23,1955,DC
1175,Abraham Lincoln (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1950,DC
1177,Richard Mehlville (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,23,1942,DC
1178,Thor the Thunder Dog (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1942,DC
1179,Cronus (New Earth),Public Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Heterosexual,23,1941,DC
1180,Dummy (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,23,1941,DC
1181,Woodley Allen (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,23,1941,DC
1182,Richard Stanton (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,23,1940,DC
1183,Karl Hellfern (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,23,1939,DC
1184,Tribulus (New Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,22,2009,DC
1185,Atlee (New Earth),Secret Identity,Good Characters,Violet Eyes,Black Hair,Female Characters,Heterosexual,22,2007,DC
1186,Alix Harrower (New Earth),Secret Identity,Good Characters,White Eyes,Red Hair,Female Characters,Heterosexual,22,2006,DC
1187,Father Time (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,22,2006,DC
1188,Shorm (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Heterosexual,22,2005,DC
1189,Vortex (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,22,2004,DC
1190,Jackson Davies (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,22,2003,DC
1191,Kent Connor (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,22,1997,DC
1192,Lyle Bolton (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,22,1996,DC
1193,Nicholas Bromfield (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,22,1995,DC
1194,Liam McHugh (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,22,1994,DC
1196,Alicia Collins (New Earth),Secret Identity,Good Characters,Blue Eyes,Green Hair,Female Characters,Heterosexual,22,1992,DC
1197,Brian Arsala (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Heterosexual,22,1988,DC
1198,Cornelius Stirk (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,22,1988,DC
1199,Otis Flannegan (New Earth),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,22,1988,DC
1200,Walter Johnson I (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,22,1988,DC
1201,Wayne Hawkins (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,22,1988,DC
1202,Andrew Flint (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,22,1987,DC
1203,Myndi Mayer (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Heterosexual,22,1987,DC
1204,Child and Flaw (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,22,1986,DC
1205,Geoffrey Thibodeux (New Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,22,1985,DC
1206,Norman Paxton (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,22,1984,DC
1207,Herbert Winston (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,22,1983,DC
1208,Marion Winston (New Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Heterosexual,22,1983,DC
1209,Anton Lamont (New Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Heterosexual,22,1978,DC
1210,Phobos (New Earth),Public Identity,Bad Characters,Red Eyes,Red Hair,Male Characters,Heterosexual,22,1969,DC
1211,William King (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Heterosexual,22,1966,DC
1212,Ace Arn (New Earth),Secret Identity,Good Characters,Black Eyes,White Hair,Male Characters,Heterosexual,22,1965,DC
1213,Abnegazar (New Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,22,1962,DC
1214,Santiago Vargas (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,22,1955,DC
1215,David Clark (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Heterosexual,22,1941,DC
1216,Gavril Ivanovich (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,21,2010,DC
1217,John Raymond (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,21,2009,DC
1218,Moses Lwanga (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Heterosexual,21,2008,DC
1219,Ghost Fox Killer (New Earth),Secret Identity,Neutral Characters,White Eyes,Black Hair,Female Characters,Heterosexual,21,2006,DC
1220,Jeremy Karne (New Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Heterosexual,21,2006,DC
1222,Turytt (New Earth),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,Heterosexual,21,2006,DC
1223,Henry Bucher (New Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Heterosexual,21,2004,DC
